title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,ISBN_13,link,complete_link,matched_image,mean_rating,cluster,cluster_name,search_blob
Python Programming in Context,"[ Bradley N. Miller, David L. Ranum, et al.]",71.75,498.0,4.4,48.0,70.0,14.0,9.0,7.0,3.0,7.3 x 0.8 x 9.1 inches,1.56,English,"Jones & Bartlett Learning; 3rd edition (October 15, 2019)", ,/Python-Programming-Context-Bradley-Miller/dp/1284175553/ref=sr_1_134?keywords=python&qid=1671164909&sr=8-134,https://www.amazon.com/Python-Programming-Context-Bradley-Miller/dp/1284175553/ref=sr_1_134?keywords=python&qid=1671164909&sr=8-134,murachs_python_programming.jpg,4.368932038834951,0,Beginner Python & Data Analysis,"Python Programming in Context [ Bradley N. Miller, David L. Ranum, et al.] English Jones & Bartlett Learning; 3rd edition (October 15, 2019) Beginner Python & Data Analysis rating 4.4 stars 4.368932038834951 48 reviews priced at $71.75 498 pages"
Python Scripting for ArcGIS Pro,[ Paul A. Zandbergen],50.99,412.0,4.5,141.0,71.0,17.0,8.0,3.0,1.0,8 x 1 x 9.75 inches,2.85,English,"Esri Press; 2nd edition (July 7, 2020)",978-1589484993,/Python-Scripting-ArcGIS-Paul-Zandbergen/dp/1589484991/ref=sr_1_204?keywords=python&qid=1671164918&sr=8-204,https://www.amazon.com/Python-Scripting-ArcGIS-Paul-Zandbergen/dp/1589484991/ref=sr_1_204?keywords=python&qid=1671164918&sr=8-204,python_scripting_for_arcgis_pro.jpg,4.54,1,General Data Science & R/Python Basics,"Python Scripting for ArcGIS Pro [ Paul A. Zandbergen] English Esri Press; 2nd edition (July 7, 2020) General Data Science & R/Python Basics rating 4.5 stars 4.54 141 reviews priced at $50.99 412 pages"
"Python 3 Standard Library by Example, The (Developer's Library)",unknown,59.99,1456.0,4.5,120.0,74.0,14.0,6.0,4.0,3.0,7.1 x 2.15 x 9.1 inches,3.95,English,"Addison-Wesley Professional; 1st edition (June 1, 2017)",978-0134291055,/Python-Standard-Library-Example-Developers/dp/0134291050/ref=sr_1_201?keywords=python&qid=1671164918&sr=8-201,https://www.amazon.com/Python-Standard-Library-Example-Developers/dp/0134291050/ref=sr_1_201?keywords=python&qid=1671164918&sr=8-201,python_distilled_developers_library.jpg,4.5049504950495045,1,General Data Science & R/Python Basics,"Python 3 Standard Library by Example, The (Developer's Library) unknown English Addison-Wesley Professional; 1st edition (June 1, 2017) General Data Science & R/Python Basics rating 4.5 stars 4.5049504950495045 120 reviews priced at $59.99 1456 pages"
"Python Scripting for ArcGIS (Python Scripting, 1)",[ Paul A. Zandbergen],59.77,358.0,4.5,185.0,70.0,16.0,9.0,2.0,4.0,10 x 1 x 12 inches,12.0,English,"Esri Press; First Edition (February 2, 2015)",978-1589483712,/Python-Scripting-ArcGIS-Paul-Zandbergen/dp/1589483715/ref=sr_1_200?keywords=python&qid=1671164918&sr=8-200,https://www.amazon.com/Python-Scripting-ArcGIS-Paul-Zandbergen/dp/1589483715/ref=sr_1_200?keywords=python&qid=1671164918&sr=8-200,python_scripting_for_arcgis_pro.jpg,4.445544554455446,1,General Data Science & R/Python Basics,"Python Scripting for ArcGIS (Python Scripting, 1) [ Paul A. Zandbergen] English Esri Press; First Edition (February 2, 2015) General Data Science & R/Python Basics rating 4.5 stars 4.445544554455446 185 reviews priced at $59.77 358 pages"
"Advanced Python Programming: Accelerate your Python programs using proven techniques and design patterns, 2nd Edition",[ Quan Nguyen],49.99,606.0,4.3,14.0,67.0,10.0,11.0,11.0,3.0,7.5 x 1.37 x 9.25 inches,2.27,English,"Packt Publishing; 2nd ed. edition (March 25, 2022)",978-1801814010,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A02009913LQG0K1XVSNME&qualifier=1671164909&id=1430258531038690&widgetName=sp_mtf&url=%2FAdvanced-Python-Programming-Accelerate-techniques%2Fdp%2F1801814015%2Fref%3Dsr_1_130_sspa%3Fkeywords%3Dpython%26qid%3D1671164909%26sr%3D8-130-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A02009913LQG0K1XVSNME&qualifier=1671164909&id=1430258531038690&widgetName=sp_mtf&url=%2FAdvanced-Python-Programming-Accelerate-techniques%2Fdp%2F1801814015%2Fref%3Dsr_1_130_sspa%3Fkeywords%3Dpython%26qid%3D1671164909%26sr%3D8-130-spons%26psc%3D1,advanced_python_programming_accelerate_your_python_programs_using_proven_techniques_and_design_patterns_2nd_edition.jpg,4.245098039215686,3,Practical Data Tools & Techniques,"Advanced Python Programming: Accelerate your Python programs using proven techniques and design patterns, 2nd Edition [ Quan Nguyen] English Packt Publishing; 2nd ed. edition (March 25, 2022) Practical Data Tools & Techniques rating 4.3 stars 4.245098039215686 14 reviews priced at $49.99 606 pages"
"Learn Python Programming: An in-depth introduction to the fundamentals of Python, 3rd Edition","[ Fabrizio Romano,  and , Heinrich Kruger]",37.11,552.0,4.3,48.0,55.0,29.0,9.0,4.0,4.0,7.5 x 1.25 x 9.25 inches,2.07,English,"Packt Publishing; 3rd ed. edition (October 29, 2021)",978-1801815093,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0895749UWG6LYGF8LML&qualifier=1671164909&id=1430258531038690&widgetName=sp_mtf&url=%2FLearn-Python-Programming-depth-introduction%2Fdp%2F1801815097%2Fref%3Dsr_1_129_sspa%3Fkeywords%3Dpython%26qid%3D1671164909%26sr%3D8-129-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0895749UWG6LYGF8LML&qualifier=1671164909&id=1430258531038690&widgetName=sp_mtf&url=%2FLearn-Python-Programming-depth-introduction%2Fdp%2F1801815097%2Fref%3Dsr_1_129_sspa%3Fkeywords%3Dpython%26qid%3D1671164909%26sr%3D8-129-spons%26psc%3D1,learn_python_programming_an_in_depth_introduction_to_the_fundamentals_of_python_3rd_edition.jpg,4.257425742574258,2,Advanced Data Analysis Techniques,"Learn Python Programming: An in-depth introduction to the fundamentals of Python, 3rd Edition [ Fabrizio Romano,  and , Heinrich Kruger] English Packt Publishing; 3rd ed. edition (October 29, 2021) Advanced Data Analysis Techniques rating 4.3 stars 4.257425742574258 48 reviews priced at $37.11 552 pages"
How to Program: Computer Science Concepts and Python Exercises,unknown,47.897304347826086,398.0,4.4742028985507245,64.0,73.0,15.0,7.0,3.0,3.0,Unknown,3.9297536898625394,en,Unknown,Unknown,/Top-Down-Design-Data-Analysis-Program/dp/B01M687H4A/ref=sr_1_192?keywords=python&qid=1671164918&sr=8-192,https://www.amazon.com/Top-Down-Design-Data-Analysis-Program/dp/B01M687H4A/ref=sr_1_192?keywords=python&qid=1671164918&sr=8-192,data_science_concepts_and_practice.jpg,4.5049504950495045,1,General Data Science & R/Python Basics,How to Program: Computer Science Concepts and Python Exercises unknown en Unknown General Data Science & R/Python Basics rating 4.4742028985507245 stars 4.5049504950495045 64 reviews priced at $47.90 398 pages
Python: Programming Basics for Absolute Beginners,unknown,75.414,103.0,4.0,187.0,52.0,19.0,14.0,6.0,9.0,Unknown,5.406604950316554,English,"Nathan Clark (April 2, 2018)",Unknown,/Python-Programming-Beginners-Step-Step-ebook/dp/B07BWT2MR5/ref=sr_1_194?keywords=python&qid=1671164918&sr=8-194,https://www.amazon.com/Python-Programming-Beginners-Step-Step-ebook/dp/B07BWT2MR5/ref=sr_1_194?keywords=python&qid=1671164918&sr=8-194,python_programming_and_visualization_for_scientists.jpg,3.99,1,General Data Science & R/Python Basics,"Python: Programming Basics for Absolute Beginners unknown English Nathan Clark (April 2, 2018) General Data Science & R/Python Basics rating 4.0 stars 3.99 187 reviews priced at $75.41 103 pages"
Python for Finance: Mastering Data-Driven Finance,[ Yves Hilpisch],65.05,720.0,4.6,268.0,77.0,14.0,5.0,2.0,2.0,7 x 1.6 x 9.1 inches,2.27,English,"O'Reilly Media; 2nd edition (January 8, 2019)",978-1492024330,/Python-Finance-Mastering-Data-Driven/dp/1492024333/ref=sr_1_191?keywords=python&qid=1671164918&sr=8-191,https://www.amazon.com/Python-Finance-Mastering-Data-Driven/dp/1492024333/ref=sr_1_191?keywords=python&qid=1671164918&sr=8-191,python_for_finance_mastering_data_driven_finance.jpg,4.62,2,Advanced Data Analysis Techniques,"Python for Finance: Mastering Data-Driven Finance [ Yves Hilpisch] English O'Reilly Media; 2nd edition (January 8, 2019) Advanced Data Analysis Techniques rating 4.6 stars 4.62 268 reviews priced at $65.05 720 pages"
"Python Flash Cards: Syntax, Concepts, and Examples",[ Eric Matthes],27.95,101.0,4.7,406.0,78.0,14.0,5.0,1.0,1.0,5.5 x 2 x 7.5 inches,2.25,English,"No Starch Press; Flc Crds edition (January 15, 2019)",978-1593278960,/Python-Flash-Cards-Concepts-Examples/dp/1593278969/ref=sr_1_187?keywords=python&qid=1671164918&sr=8-187,https://www.amazon.com/Python-Flash-Cards-Concepts-Examples/dp/1593278969/ref=sr_1_187?keywords=python&qid=1671164918&sr=8-187,python_flash_cards_syntax_concepts_and_examples.jpg,4.686868686868687,0,Beginner Python & Data Analysis,"Python Flash Cards: Syntax, Concepts, and Examples [ Eric Matthes] English No Starch Press; Flc Crds edition (January 15, 2019) Beginner Python & Data Analysis rating 4.7 stars 4.686868686868687 406 reviews priced at $27.95 101 pages"
Mathematical Logic through Python,[ Gonczarowski Yannai A.],36.5,284.0,5.0,6.0,100.0,15.0,7.0,3.0,3.0,7 x 0.64 x 10 inches,1.34,English,"Cambridge University Press; New edition (September 15, 2022)",978-1108949477,/Mathematical-through-Python-Yannai-Gonczarowski/dp/1108949479/ref=sr_1_182?keywords=python&qid=1671164918&sr=8-182,https://www.amazon.com/Mathematical-through-Python-Yannai-Gonczarowski/dp/1108949479/ref=sr_1_182?keywords=python&qid=1671164918&sr=8-182,mathematical_logic_through_python.jpg,4.609375,0,Beginner Python & Data Analysis,"Mathematical Logic through Python [ Gonczarowski Yannai A.] English Cambridge University Press; New edition (September 15, 2022) Beginner Python & Data Analysis rating 5.0 stars 4.609375 6 reviews priced at $36.50 284 pages"
Deep Learning from Scratch: Building with Python from First Principles,[ Seth Weidman],38.99,252.0,4.3,84.0,63.0,20.0,8.0,4.0,5.0,7 x 0.53 x 9.19 inches,14.4,English,"O'Reilly Media; 1st edition (October 1, 2019)",978-9352139026,/Deep-Learning-Scratch-Building-Principles/dp/1492041416/ref=sr_1_248?keywords=python&qid=1671164927&sr=8-248,https://www.amazon.com/Deep-Learning-Scratch-Building-Principles/dp/1492041416/ref=sr_1_248?keywords=python&qid=1671164927&sr=8-248,deep_learning_from_scratch_building_with_python_from_first_principles.jpg,4.32,2,Advanced Data Analysis Techniques,"Deep Learning from Scratch: Building with Python from First Principles [ Seth Weidman] English O'Reilly Media; 1st edition (October 1, 2019) Advanced Data Analysis Techniques rating 4.3 stars 4.32 84 reviews priced at $38.99 252 pages"
"Practical Python Programming for IoT: Build advanced IoT projects using a Raspberry Pi 4, MQTT, RESTful APIs, WebSockets, and Python 3",[ Gary Smart],39.99,516.0,4.5,53.0,65.0,26.0,4.0,3.0,3.0,7.5 x 1.17 x 9.25 inches,1.93,English,"Packt Publishing (November 12, 2020)", ,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A10250541713BCQ7J8PYK&qualifier=1671164918&id=8372628233594429&widgetName=sp_mtf&url=%2FPractical-Python-Programming-IoT-WebSockets%2Fdp%2F1838982469%2Fref%3Dsr_1_180_sspa%3Fkeywords%3Dpython%26qid%3D1671164918%26sr%3D8-180-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A10250541713BCQ7J8PYK&qualifier=1671164918&id=8372628233594429&widgetName=sp_mtf&url=%2FPractical-Python-Programming-IoT-WebSockets%2Fdp%2F1838982469%2Fref%3Dsr_1_180_sspa%3Fkeywords%3Dpython%26qid%3D1671164918%26sr%3D8-180-spons%26psc%3D1,practical_python_programming_for_iot_build_advanced_iot_projects_using_a_raspberry_pi_4_mqtt_restful_apis_websockets_and_python_3.jpg,4.455445544554456,3,Practical Data Tools & Techniques,"Practical Python Programming for IoT: Build advanced IoT projects using a Raspberry Pi 4, MQTT, RESTful APIs, WebSockets, and Python 3 [ Gary Smart] English Packt Publishing (November 12, 2020) Practical Data Tools & Techniques rating 4.5 stars 4.455445544554456 53 reviews priced at $39.99 516 pages"
Modern Computer Vision with PyTorch: Explore deep learning concepts and implement over 50 real-world image applications,"[ V Kishore Ayyadevara,  and , Yeshwanth Reddy]",48.84,824.0,4.6,56.0,81.0,11.0,3.0,6.0,3.0,7.5 x 1.86 x 9.25 inches,3.06,English,"Packt Publishing (November 27, 2020)",978-1839213472,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A04293192DSFDADI165KD&qualifier=1671164918&id=8372628233594429&widgetName=sp_mtf&url=%2FModern-Computer-Vision-PyTorch-applications%2Fdp%2F1839213477%2Fref%3Dsr_1_178_sspa%3Fkeywords%3Dpython%26qid%3D1671164918%26sr%3D8-178-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A04293192DSFDADI165KD&qualifier=1671164918&id=8372628233594429&widgetName=sp_mtf&url=%2FModern-Computer-Vision-PyTorch-applications%2Fdp%2F1839213477%2Fref%3Dsr_1_178_sspa%3Fkeywords%3Dpython%26qid%3D1671164918%26sr%3D8-178-spons%26psc%3D1,modern_computer_vision_with_pytorch_explore_deep_learning_concepts_and_implement_over_50_real_world_image_applications.jpg,4.548076923076923,3,Practical Data Tools & Techniques,"Modern Computer Vision with PyTorch: Explore deep learning concepts and implement over 50 real-world image applications [ V Kishore Ayyadevara,  and , Yeshwanth Reddy] English Packt Publishing (November 27, 2020) Practical Data Tools & Techniques rating 4.6 stars 4.548076923076923 56 reviews priced at $48.84 824 pages"
"Python Feature Engineering Cookbook: Over 70 recipes for creating, engineering, and transforming features to build machine learning models, 2nd Edition",[ Soledad Galli],61.24,386.0,5.0,1.0,100.0,15.0,7.0,3.0,3.0,7.5 x 0.87 x 9.25 inches,1.46,English,"Packt Publishing (October 31, 2022)", ,/Python-Feature-Engineering-Cookbook-transforming/dp/1804611301/ref=sr_1_247?keywords=python&qid=1671164927&sr=8-247,https://www.amazon.com/Python-Feature-Engineering-Cookbook-transforming/dp/1804611301/ref=sr_1_247?keywords=python&qid=1671164927&sr=8-247,python_feature_engineering_cookbook_over_70_recipes_for_creating_engineering_and_transforming_features_to_build_machine_learning_models.jpg,4.609375,3,Practical Data Tools & Techniques,"Python Feature Engineering Cookbook: Over 70 recipes for creating, engineering, and transforming features to build machine learning models, 2nd Edition [ Soledad Galli] English Packt Publishing (October 31, 2022) Practical Data Tools & Techniques rating 5.0 stars 4.609375 1 reviews priced at $61.24 386 pages"
Data Visualization with Python and JavaScript,[ Kyran Dale],56.99,864.0,4.46,64.0,73.0,15.0,7.0,3.0,3.0,Unknown,1.5968293258911128,English,"O'Reilly Media; 2nd edition (December 7, 2022)",Unknown,/Data-Visualization-Python-JavaScript-Kyran-ebook/dp/B0BPF4H7FZ/ref=sr_1_245?keywords=python&qid=1671164927&sr=8-245,https://www.amazon.com/Data-Visualization-Python-JavaScript-Kyran-ebook/dp/B0BPF4H7FZ/ref=sr_1_245?keywords=python&qid=1671164927&sr=8-245,data_visualization_in_python.jpg,4.5049504950495045,0,Beginner Python & Data Analysis,"Data Visualization with Python and JavaScript [ Kyran Dale] English O'Reilly Media; 2nd edition (December 7, 2022) Beginner Python & Data Analysis rating 4.46 stars 4.5049504950495045 64 reviews priced at $56.99 864 pages"
A Smarter Way to Learn Python: Learn it faster. Remember it longer.,[ Mark Myers],19.95,236.0,4.6,1068.0,76.0,14.0,7.0,2.0,2.0,7 x 0.5 x 10 inches,14.7,English,"CreateSpace Independent Publishing Platform (August 9, 2017)",978-1974431472,/Smarter-Way-Learn-Python-Remember/dp/1974431479/ref=sr_1_244?keywords=python&qid=1671164927&sr=8-244,https://www.amazon.com/Smarter-Way-Learn-Python-Remember/dp/1974431479/ref=sr_1_244?keywords=python&qid=1671164927&sr=8-244,a_smarter_way_to_learn_python_learn_it_faster__remember_it_longer_.jpg,4.584158415841584,0,Beginner Python & Data Analysis,"A Smarter Way to Learn Python: Learn it faster. Remember it longer. [ Mark Myers] English CreateSpace Independent Publishing Platform (August 9, 2017) Beginner Python & Data Analysis rating 4.6 stars 4.584158415841584 1068 reviews priced at $19.95 236 pages"
"Math for Programmers: 3D graphics, machine learning, and simulations with Python",[ Paul Orland],40.84,688.0,4.5,65.0,72.0,13.0,8.0,3.0,5.0,7.38 x 1 x 9.25 inches,2.73,English,"Manning; 1st edition (January 12, 2021)",978-1617295355,/Math-Programmers-Paul-Orland/dp/1617295353/ref=sr_1_243?keywords=python&qid=1671164927&sr=8-243,https://www.amazon.com/Math-Programmers-Paul-Orland/dp/1617295353/ref=sr_1_243?keywords=python&qid=1671164927&sr=8-243,math_for_programmers_3d_graphics_machine_learning_and_simulations_with_python.jpg,4.425742574257426,1,General Data Science & R/Python Basics,"Math for Programmers: 3D graphics, machine learning, and simulations with Python [ Paul Orland] English Manning; 1st edition (January 12, 2021) General Data Science & R/Python Basics rating 4.5 stars 4.425742574257426 65 reviews priced at $40.84 688 pages"
Black Hat Python: Python Programming for Hackers and Pentesters,[ Justin Seitz],34.95,192.0,4.6,505.0,76.0,14.0,5.0,3.0,2.0,6.94 x 0.51 x 9.25 inches,15.2,English,"No Starch Press; 1st edition (December 21, 2014)",978-1593275907,/Black-Hat-Python-Programming-Pentesters/dp/1593275900/ref=sr_1_232?keywords=python&qid=1671164927&sr=8-232,https://www.amazon.com/Black-Hat-Python-Programming-Pentesters/dp/1593275900/ref=sr_1_232?keywords=python&qid=1671164927&sr=8-232,black_hat_python_2nd_edition_python_programming_for_hackers_and_pentesters.jpg,4.59,1,General Data Science & R/Python Basics,"Black Hat Python: Python Programming for Hackers and Pentesters [ Justin Seitz] English No Starch Press; 1st edition (December 21, 2014) General Data Science & R/Python Basics rating 4.6 stars 4.59 505 reviews priced at $34.95 192 pages"
"Mastering Python Networking: Utilize Python packages and frameworks for network automation, monitoring, cloud, and management, 4th Edition",[ Eric Chou],35.99,398.0,4.6,64.0,73.0,15.0,7.0,3.0,3.0,Unknown,3.9297536898625394,English,"Packt Publishing (February 9, 2023)",Unknown,/Mastering-Python-Networking-frameworks-automation-ebook/dp/B0BLHJFK9G/ref=sr_1_229?keywords=python&qid=1671164927&sr=8-229,https://www.amazon.com/Mastering-Python-Networking-frameworks-automation-ebook/dp/B0BLHJFK9G/ref=sr_1_229?keywords=python&qid=1671164927&sr=8-229,mastering_python_networking_your_one_stop_solution_to_using_python_for_network_automation_programmability_and_devops_3rd_edition.jpg,4.5049504950495045,3,Practical Data Tools & Techniques,"Mastering Python Networking: Utilize Python packages and frameworks for network automation, monitoring, cloud, and management, 4th Edition [ Eric Chou] English Packt Publishing (February 9, 2023) Practical Data Tools & Techniques rating 4.6 stars 4.5049504950495045 64 reviews priced at $35.99 398 pages"
Python For Beginner: 24 Hours with Python: How to Learn Python Program in 24 Hours,[ tony snake],47.897304347826086,440.0,4.4742028985507245,64.0,73.0,15.0,7.0,3.0,3.0,Unknown,3.7194901205775612,English,Unknown,Unknown,/Python-Beginner-Hours-Learn-Program-ebook/dp/B0BL3VMR83/ref=sr_1_298?keywords=python&qid=1671164936&sr=8-298,https://www.amazon.com/Python-Beginner-Hours-Learn-Program-ebook/dp/B0BL3VMR83/ref=sr_1_298?keywords=python&qid=1671164936&sr=8-298,python_for_beginners_a_crash_course_guide_to_learn_python_in_1_week.jpg,4.5049504950495045,0,Beginner Python & Data Analysis,Python For Beginner: 24 Hours with Python: How to Learn Python Program in 24 Hours [ tony snake] English Unknown Beginner Python & Data Analysis rating 4.4742028985507245 stars 4.5049504950495045 64 reviews priced at $47.90 440 pages
Problem Solving with Algorithms and Data Structures Using Python SECOND EDITION,"[ Bradley N. Miller,  and , David L. Ranum]",42.75,438.0,4.5,145.0,73.0,17.0,4.0,1.0,4.0,7.5 x 0.9 x 9.2 inches,1.7,English,"Franklin, Beedle & Associates; 2nd edition (August 22, 2011)", ,/Problem-Solving-Algorithms-Structures-Python/dp/1590282574/ref=sr_1_296?keywords=python&qid=1671164936&sr=8-296,https://www.amazon.com/Problem-Solving-Algorithms-Structures-Python/dp/1590282574/ref=sr_1_296?keywords=python&qid=1671164936&sr=8-296,problem_solving_with_algorithms_and_data_structures_using_python_second_edition.jpg,4.555555555555555,1,General Data Science & R/Python Basics,"Problem Solving with Algorithms and Data Structures Using Python SECOND EDITION [ Bradley N. Miller,  and , David L. Ranum] English Franklin, Beedle & Associates; 2nd edition (August 22, 2011) General Data Science & R/Python Basics rating 4.5 stars 4.555555555555555 145 reviews priced at $42.75 438 pages"
Quantum Chemistry and Computing for the Curious: Illustrated with Python and Qiskit® code,"[ Keeper L. Sharkey, Alain Chance, et al.]",47.99,354.0,4.8,16.0,80.0,20.0,7.0,3.0,3.0,7.5 x 0.84 x 9.25 inches,1.34,English,"Packt Publishing (May 20, 2022)", ,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A0534003I2EA3RM516YD&qualifier=1671164927&id=6244678831365742&widgetName=sp_mtf&url=%2FQuantum-Chemistry-Computing-Curious-Illustrated%2Fdp%2F1803243902%2Fref%3Dsr_1_228_sspa%3Fkeywords%3Dpython%26qid%3D1671164927%26sr%3D8-228-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A0534003I2EA3RM516YD&qualifier=1671164927&id=6244678831365742&widgetName=sp_mtf&url=%2FQuantum-Chemistry-Computing-Curious-Illustrated%2Fdp%2F1803243902%2Fref%3Dsr_1_228_sspa%3Fkeywords%3Dpython%26qid%3D1671164927%26sr%3D8-228-spons%26psc%3D1,quantum_chemistry_and_computing_for_the_curious_illustrated_with_python_and_qiskit__code.jpg,4.513274336283186,3,Practical Data Tools & Techniques,"Quantum Chemistry and Computing for the Curious: Illustrated with Python and Qiskit® code [ Keeper L. Sharkey, Alain Chance, et al.] English Packt Publishing (May 20, 2022) Practical Data Tools & Techniques rating 4.8 stars 4.513274336283186 16 reviews priced at $47.99 354 pages"
Bite-Size Python: An Introduction to Python Programming,[ April Speight],23.72,240.0,4.8,78.0,80.0,18.0,2.0,3.0,3.0,7.3 x 0.5 x 9.2 inches,1.09,English,"Wiley; 1st edition (September 1, 2020)",978-1119643814,/Bite-Size-Python-Introduction-Programming/dp/1119643813/ref=sr_1_289?keywords=python&qid=1671164936&sr=8-289,https://www.amazon.com/Bite-Size-Python-Introduction-Programming/dp/1119643813/ref=sr_1_289?keywords=python&qid=1671164936&sr=8-289,python_basics_a_practical_introduction_to_python_3.jpg,4.59433962264151,0,Beginner Python & Data Analysis,"Bite-Size Python: An Introduction to Python Programming [ April Speight] English Wiley; 1st edition (September 1, 2020) Beginner Python & Data Analysis rating 4.8 stars 4.59433962264151 78 reviews priced at $23.72 240 pages"
"Becoming a Data Head: How to Think, Speak and Understand Data Science, Statistics and Machine Learning","[ Alex J. Gutman,  and , Jordan Goldmeier]",24.49,272.0,4.6,209.0,73.0,19.0,5.0,2.0,3.0,6 x 0.62 x 9 inches,12.5,English,"Wiley; 1st edition (April 23, 2021)",978-1119741749,/Becoming-Data-Head-Understand-Statistics/dp/1119741742/ref=sr_1_287?keywords=python&qid=1671164936&sr=8-287,https://www.amazon.com/Becoming-Data-Head-Understand-Statistics/dp/1119741742/ref=sr_1_287?keywords=python&qid=1671164936&sr=8-287,becoming_a_data_head_how_to_think_speak_and_understand_data_science_statistics_and_machine_learning.jpg,4.53921568627451,2,Advanced Data Analysis Techniques,"Becoming a Data Head: How to Think, Speak and Understand Data Science, Statistics and Machine Learning [ Alex J. Gutman,  and , Jordan Goldmeier] English Wiley; 1st edition (April 23, 2021) Advanced Data Analysis Techniques rating 4.6 stars 4.53921568627451 209 reviews priced at $24.49 272 pages"
"PYTHON CRASH COURSE: A PRACTICAL BEGINNER'S GUIDE TO LEARN PYTHON IN 7 DAYS OR LESS, INTRODUCING YOU INTO THE WORLD OF DATA SCIENCE, ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING, WITH HANDS-ON PROJECT",[ ERICK THOMPSON],14.990000000000002,145.0,3.8,12.0,60.0,13.0,27.0,3.0,3.0,6 x 0.33 x 9 inches,7.2,English,"Independently published (September 18, 2020)",979-8683845827,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A09822272MD8I9HNC2LFQ&qualifier=1671164936&id=7384453962861372&widgetName=sp_mtf&url=%2FPYTHON-CRASH-COURSE-INTELLIGENCE-HANDS%2Fdp%2FB08JDTNQGD%2Fref%3Dsr_1_275_sspa%3Fkeywords%3Dpython%26qid%3D1671164936%26sr%3D8-275-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A09822272MD8I9HNC2LFQ&qualifier=1671164936&id=7384453962861372&widgetName=sp_mtf&url=%2FPYTHON-CRASH-COURSE-INTELLIGENCE-HANDS%2Fdp%2FB08JDTNQGD%2Fref%3Dsr_1_275_sspa%3Fkeywords%3Dpython%26qid%3D1671164936%26sr%3D8-275-spons%26psc%3D1,python_crash_course_a_practical_beginners_guide_to_learn_python_in_7_days_or_less_introducing_you_into_the_world_of_data_science_artificial_intelligence_and_machine_learning_with_hands_on_project.jpg,4.169811320754717,2,Advanced Data Analysis Techniques,"PYTHON CRASH COURSE: A PRACTICAL BEGINNER'S GUIDE TO LEARN PYTHON IN 7 DAYS OR LESS, INTRODUCING YOU INTO THE WORLD OF DATA SCIENCE, ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING, WITH HANDS-ON PROJECT [ ERICK THOMPSON] English Independently published (September 18, 2020) Advanced Data Analysis Techniques rating 3.8 stars 4.169811320754717 12 reviews priced at $14.99 145 pages"
